,cluster,count_cust
159,159,15.068999999999999
160,160,99.098
161,161,12.93
162,162,29.148000000000003
163,163,152.368
164,164,60.514
165,165,513.516
166,166,3.226
167,167,576.933
168,168,487.59299999999996
169,169,351.315
170,170,16.387999999999998
171,171,10.32
172,172,36.197
173,173,55.732
174,174,352.94300000000004
175,175,21.291
176,176,34.06
177,177,3.071
178,178,99.21600000000001
179,179,615.49
180,180,195.174
181,181,6.868
182,182,4.747
183,183,258.73699999999997
184,184,682.9280000000001
185,185,2400.299
186,186,2161.432
187,187,112.146
188,188,562.501
189,189,793.182
190,190,455.499
191,191,37.367
192,192,25.468
193,193,96.194
194,194,3.616
195,195,201.36599999999999
196,196,2512.224
197,197,2301.228
198,198,1151.258
199,199,1158.492
200,200,200.737
201,201,525.773
202,202,13.197
203,203,101.23
204,204,7.488
205,205,926.177
206,206,353.933
207,207,1317.084
208,208,62.763000000000005
209,209,65.04499999999999
210,210,39.041
211,211,832.02
212,212,20.38
213,213,23.165
214,214,10.769
215,215,162.123
216,216,2875.5029999999997
217,217,437.738
218,218,343.191
219,219,76.94
220,220,105.57499999999999
221,221,176.19500000000002
222,222,3.44
223,223,1809.081
224,224,43.257
225,225,2300.8329999999996
226,226,10.497
227,227,654.021
228,228,237.61999999999998
229,229,6.042
230,230,19.456
231,231,120.89099999999999
232,232,55.7
233,233,522.3760000000001
234,234,1849.9080000000001
235,235,590.826
236,236,110.897
237,237,10.464
238,238,8.272
239,239,132.999
240,240,141.362
241,241,426.81500000000005
242,242,83.248
243,243,150.077
244,244,2787.259
245,245,75.479
246,246,12.583
247,247,1080.726
248,248,93.348
249,249,30.552
250,250,238.079
251,251,6.246
252,252,1141.8359999999998
253,253,290.004
254,254,1113.53
255,255,6.928000000000001
256,256,896.9549999999999
257,257,310.914
258,258,441.456
259,259,123.16300000000001
260,260,556.8910000000001
261,261,2898.8770000000004
262,262,3.509
263,263,26.041
264,264,508.64099999999996
265,265,208.24200000000002
266,266,2485.6780000000003
267,267,53.5
268,268,58.06600000000001
269,269,6390.929
270,270,923.925
271,271,9.629999999999999
272,272,2379.576
273,273,69.308
274,274,40.859
275,275,301.51500000000004
276,276,521.0840000000001
277,277,36.533
278,278,241.101
279,279,158.297
280,280,2748.331
281,281,119.033
282,282,770.726
283,283,4.423
284,284,88.26
285,285,318.118
286,286,45.324000000000005
287,287,8.044
288,288,1845.16
289,289,23.822
290,290,185.791
291,291,15.057
292,292,27.487000000000002
293,293,765.5169999999999
294,294,80.842
295,295,183.08
296,296,20.82
297,297,1932.8730000000003
298,298,432.389
299,299,1027.218
300,300,712.319
301,301,12.375
302,302,987.692
303,303,10.641
304,304,1138.521
305,305,72.011
306,306,543.7160000000001
307,307,73.73
308,308,140.506
309,309,19.888
310,310,1412.28
311,311,39.048
312,312,761.1550000000001
313,313,27.918
314,314,54.904
315,315,77.477
316,316,1864.8790000000001
317,317,746.927
318,318,482.93199999999996
319,319,88.725
320,320,354.19100000000003
321,321,1716.8880000000001
322,322,647.63
323,323,30.063000000000002
324,324,14.475000000000001
325,325,565.158
326,326,12.437000000000001
327,327,479.02700000000004
328,328,142.922
329,329,854.011
330,330,1744.112
331,331,1954.2279999999998
332,332,2421.7799999999997
333,333,196.26
334,334,1461.2740000000001
335,335,313.03700000000003
336,336,1066.178
337,337,23.982
338,338,487.663
339,339,25.564
340,340,660.601
341,341,958.667
342,342,9.482
343,343,934.929
344,344,14.406
345,345,32.985
346,346,17.157
347,347,608.1709999999999
348,348,2095.83
349,349,865.584
350,350,705.192
351,351,1089.469
352,352,715.703
353,353,3.173
354,354,316.898
355,355,397.343
356,356,1040.874
357,357,1586.481
358,358,40.994
359,359,21.413
360,360,152.249
361,361,44.612
362,362,147.752
363,363,56.007
364,364,1722.211
365,365,688.1179999999999
366,366,352.006
367,367,2243.8190000000004
368,368,9.944
369,369,151.21300000000002
370,370,117.24799999999999
371,371,2058.014
372,372,398.291
373,373,6.47
374,374,669.312
375,375,239.195
376,376,24.483
377,377,127.84799999999998
378,378,8010.946
379,379,30.592999999999996
380,380,1936.768
381,381,3.829
382,382,1460.964
383,383,292.976
384,384,30.632
385,385,28.445
386,386,148.48
387,387,3.509
388,388,394.185
389,389,8.724
390,390,415.665
391,391,960.195
392,392,17.158
393,393,452.879
394,394,59.345000000000006
395,395,162.919
396,396,173.485
397,397,2826.254
398,398,89.35000000000001
399,399,122.917
400,400,350.495
401,401,14.342
402,402,698.139
403,403,95.456
404,404,50.711000000000006
405,405,60.922
406,406,99.92699999999999
407,407,748.3240000000001
408,408,48.637
409,409,8.226
410,410,259.51
411,411,20.36
412,412,537.255
413,413,46.27
414,414,1217.457
415,415,928.975
416,416,107.738
417,417,147.052
418,418,381.09099999999995
419,419,37.510999999999996
420,420,2062.829
421,421,875.6310000000001
422,422,113.454
423,423,27.983999999999998
424,424,15.734
425,425,1522.4650000000001
426,426,71.994
427,427,5159.840999999999
428,428,5.494
429,429,538.355
430,430,985.591
431,431,1490.0810000000001
432,432,8.57
433,433,19197.056
434,434,59.510000000000005
435,435,524.353
436,436,876.1789999999999
437,437,307.178
438,438,572.137
439,439,477.80899999999997
440,440,504.135
441,441,96.832
442,442,18.07
443,443,110.915
444,444,479.10499999999996
445,445,176.28
446,446,70.67099999999999
447,447,1200.512
448,448,49.274
449,449,15.954
450,450,125.126
451,451,20.73
452,452,698.9189999999999
453,453,190.458
454,454,12.284
455,455,4.624
456,456,12.663
457,457,188.779
458,458,1120.4209999999998
459,459,21.41
460,460,185.894
461,461,565.544
462,462,3552.378
463,463,4.194
464,464,129.694
465,465,95.395
466,466,1265.825
467,467,4.585
468,468,25.231
469,469,36.941
470,470,195.657
471,471,4524.354
472,472,545.855
473,473,4370.277
474,474,61.407000000000004
475,475,371.748
476,476,27.792
477,477,982.1490000000001
478,478,156.823
479,479,3.57
480,480,4.363
481,481,476.934
482,482,68.909
483,483,32.001999999999995
484,484,2478.814
485,485,69.245
486,486,11.513
487,487,1145.82
488,488,3.835
489,489,198.184
490,490,1606.147
491,491,1190.796
492,492,65.004
493,493,7.143
494,494,37.789
495,495,45.963
496,496,54.437
497,497,632.9549999999999
498,498,65.706
499,499,1519.7359999999999
500,500,68.95
501,501,44.733999999999995
502,502,26.156999999999996
503,503,73.895
504,504,3.708
505,505,7.098
506,506,494.392
507,507,223.227
508,508,6.454
509,509,59.016
510,510,912.7860000000001
511,511,4.049
512,512,81.89399999999999
513,513,248.766
514,514,2402.3849999999998
515,515,653.0260000000001
516,516,110.19899999999998
517,517,47.57299999999999
518,518,248.38500000000002
519,519,9.16
520,520,196.9
521,521,465.36600000000004
522,522,45.472
523,523,130.04899999999998
524,524,2400.2719999999995
525,525,948.294
526,526,21.822
527,527,5305.415000000001
528,528,2171.3770000000004
529,529,18.291
530,530,24.272
531,531,4.374
532,532,49.522
533,533,757.169
534,534,178.372
535,535,21.551
536,536,30.443
537,537,2084.565
538,538,136.397
539,539,137.64
540,540,74.535
541,541,20.457
542,542,203.198
543,543,211.018
544,544,447.39700000000005
545,545,89.465
546,546,511.178
547,547,552.755
548,548,2534.424
549,549,6.6129999999999995
550,550,2785.554
551,551,1560.2369999999999
552,552,140.941
553,553,17.298000000000002
554,554,50.251999999999995
555,555,64.209
556,556,1642.292
557,557,1483.393
558,558,1620.6499999999999
559,559,41.685
560,560,49.413000000000004
561,561,171.53199999999998
562,562,8.907
563,563,41.189
564,564,1326.2979999999998
565,565,213.739
566,566,1486.5369999999998
567,567,42.514
568,568,61.833
569,569,312.658
570,570,913.847
571,571,24.409999999999997
572,572,103.90599999999999
573,573,4.04
574,574,19.744
575,575,56.36
576,576,2327.953
577,577,238.469
578,578,315.126
579,579,83.712
580,580,421.52200000000005
581,581,156.452
582,582,178.757
583,583,1426.0810000000001
584,584,299.78999999999996
585,585,370.97499999999997
586,586,41.80799999999999
587,587,941.245
588,588,310.32
589,589,600.606
590,590,813.5029999999999
591,591,2588.255
592,592,353.71
593,593,95.054
594,594,4388.8
595,595,455.39
596,596,6.452
597,597,11.301
598,598,1222.5720000000001
599,599,301.367
600,600,129.839
601,601,14.405
602,602,421.769
603,603,1105.236
604,604,250.90899999999996
605,605,1152.866
606,606,918.44
607,607,892.5310000000001
608,608,1974.3870000000002
609,609,102.48599999999999
610,610,619.846
611,611,9.68
612,612,927.949
613,613,328.328
614,614,355.614
615,615,2375.0789999999997
616,616,370.081
617,617,4.698
618,618,126.968
619,619,5.782
620,620,264.6
621,621,17.645
622,622,48.134
623,623,1514.602
624,624,944.6510000000001
625,625,426.45599999999996
626,626,163.98000000000002
627,627,3181.308
628,628,731.009
629,629,51.147999999999996
630,630,73.85499999999999
631,631,148.662
632,632,248.544
633,633,1728.545
634,634,818.25
635,635,122.10300000000001
636,636,40.129
637,637,14.763
638,638,16.097
639,639,3.06
640,640,24.647
641,641,162.041
642,642,188.326
643,643,666.808
644,644,1247.5949999999998
645,645,3.346
646,646,1080.844
647,647,830.7890000000001
648,648,84.263
649,649,57.354000000000006
650,650,191.618
651,651,448.871
652,652,84.767
653,653,655.176
654,654,41.221000000000004
655,655,14.628
656,656,34.476
657,657,332.11499999999995
658,658,208.942
659,659,3.787
660,660,2082.899
661,661,578.684
662,662,11.836
663,663,4.972
664,664,10.988
665,665,52.37599999999999
666,666,256.807
667,667,58.672
668,668,1628.926
669,669,41.32000000000001
670,670,607.87
671,671,331.858
672,672,1400.598
673,673,514.23
674,674,1123.847
675,675,93.834
676,676,7.955
677,677,176.577
678,678,1176.934
679,679,1084.212
680,680,693.74
681,681,948.907
682,682,1370.2020000000002
683,683,193.07999999999998
684,684,13.284
685,685,910.031
686,686,76.357
687,687,36.402
688,688,204.943
689,689,1300.2160000000001
690,690,90.58999999999999
691,691,844.182
692,692,1329.108
693,693,55.775999999999996
694,694,58.363
695,695,601.742
696,696,249.397
697,697,35.402
698,698,67.381
699,699,122.637
700,700,1293.6589999999999
701,701,482.89
702,702,7.641
703,703,3.331
704,704,523.421
705,705,3.676
706,706,163.416
707,707,44.368
708,708,1367.672
709,709,15.112000000000002
710,710,1621.472
711,711,5351.503000000001
712,712,856.579
713,713,726.6120000000001
714,714,299.711
715,715,209.30200000000002
716,716,1663.56
717,717,486.566
718,718,2011.0420000000001
719,719,831.1650000000001
720,720,56.342999999999996
721,721,563.241
722,722,146.339
723,723,208.77900000000002
724,724,53.468999999999994
725,725,115.845
726,726,9.848
727,727,1088.0570000000002
728,728,125.80600000000001
729,729,243.744
730,730,22.675
731,731,173.62199999999999
732,732,292.33299999999997
733,733,82.49600000000001
734,734,64.563
735,735,158.98000000000002
736,736,110.467
737,737,835.0800000000002
738,738,46.349
739,739,6.042
740,740,1628.3429999999998
741,741,317.52
742,742,879.387
743,743,2866.701
744,744,976.7959999999999
745,745,36.257999999999996
746,746,10.32
747,747,29.739
748,748,3044.909
749,749,388.157
750,750,291.143
751,751,880.0600000000001
752,752,99.66499999999999
753,753,48.452999999999996
754,754,328.126
755,755,202.043
756,756,398.55499999999995
757,757,505.354
758,758,10.099
759,759,7.674
760,760,2847.556
761,761,312.93199999999996
762,762,608.735
763,763,34.601
764,764,1757.3220000000001
765,765,668.85
766,766,2077.656
767,767,835.948
768,768,30.548000000000002
769,769,938.974
770,770,1510.94
771,771,107.717
772,772,729.324
773,773,277.216
774,774,31.848
775,775,242.87199999999999
776,776,326.286
777,777,163.896
778,778,4216.546
779,779,21.094
780,780,1028.727
781,781,3433.781
782,782,548.086
783,783,72.772
784,784,97.377
785,785,194.26000000000002
786,786,1495.0040000000001
787,787,156.594
788,788,611.379
789,789,1132.766
790,790,2791.527
791,791,27.581000000000003
792,792,568.326
793,793,1116.9640000000002
794,794,8.922
795,795,1330.826
796,796,239.415
797,797,142.781
798,798,167.18800000000002
799,799,36.656
800,800,939.0139999999999
801,801,483.173
802,802,617.03
803,803,6.82
804,804,25.86
805,805,371.13200000000006
806,806,1413.866
807,807,19.224
808,808,2723.07
809,809,403.841
810,810,158.519
811,811,81.654
812,812,941.774
813,813,211.40599999999998
814,814,108.829
815,815,134.615
816,816,12.93
817,817,28.28
818,818,619.1279999999999
819,819,30.909
820,820,1272.193
821,821,9.22
822,822,68.541
823,823,7.704
824,824,8.098
825,825,61.798
826,826,17.951
827,827,1641.4719999999998
828,828,3.128
829,829,1261.338
830,830,137.899
831,831,128.051
832,832,980.916
833,833,31.435000000000002
834,834,179.975
835,835,3.068
836,836,148.409
837,837,162.32000000000002
838,838,800.5930000000001
839,839,3498.3199999999997
840,840,1824.6619999999998
841,841,1815.187
842,842,1410.75
843,843,740.698
844,844,7.176
845,845,373.493
846,846,1168.9769999999999
847,847,3333.3610000000003
848,848,294.0
849,849,409.376
850,850,612.313
851,851,1470.89
852,852,541.651
853,853,675.1600000000001
854,854,831.227
855,855,211.399
856,856,63.56700000000001
857,857,1905.2099999999998
858,858,832.433
859,859,132.67
860,860,972.836
861,861,150.324
862,862,844.3879999999999
863,863,1924.0910000000001
864,864,129.44799999999998
865,865,195.62400000000002
866,866,24.969
867,867,827.923
868,868,30.515
869,869,51.315000000000005
870,870,5.521
871,871,31.485
872,872,445.80500000000006
873,873,232.881
874,874,6.256
875,875,189.501
876,876,57.418000000000006
877,877,159.88400000000001
878,878,21.146
879,879,749.499
880,880,1319.357
881,881,92.46600000000001
882,882,116.089
883,883,45.756
884,884,1258.99
885,885,1908.491
886,886,408.832
887,887,442.29099999999994
888,888,297.682
889,889,593.186
890,890,11.164000000000001
891,891,268.91499999999996
892,892,316.204
893,893,128.18900000000002
894,894,569.51
895,895,973.569
896,896,4266.584
897,897,51.04
898,898,115.127
899,899,193.426
900,900,63.988
901,901,153.154
902,902,178.969
903,903,68.119
904,904,3369.256
905,905,562.902
906,906,312.989
907,907,567.677
908,908,41.042
909,909,1565.142
910,910,8.166
911,911,376.68
912,912,40.612
913,913,178.062
914,914,51.70399999999999
915,915,19.451
916,916,186.681
917,917,34.174
918,918,259.47499999999997
919,919,1567.7240000000002
920,920,774.6999999999999
921,921,11.185
922,922,964.93
923,923,8.504
924,924,618.0949999999999
925,925,405.065
926,926,10.917
927,927,1266.551
928,928,46.303
929,929,375.02
930,930,378.481
931,931,1167.314
932,932,1457.944
933,933,508.35
934,934,159.894
935,935,1787.291
936,936,1867.958
937,937,27.632
938,938,66.931
939,939,4032.3799999999997
940,940,49.364
941,941,53.724
942,942,17.581
943,943,761.592
944,944,760.952
945,945,758.467
946,946,4.374
947,947,2570.3959999999997
948,948,956.73
949,949,68.882
950,950,1746.283
951,951,40.542
952,952,1015.692
953,953,121.076
954,954,66.98599999999999
955,955,124.75200000000001
956,956,769.371
957,957,1440.8600000000001
958,958,920.372
959,959,364.43
960,960,108.04899999999999
961,961,3.547
962,962,1448.866
963,963,654.608
964,964,1527.76
965,965,534.1790000000001
966,966,201.72699999999998
967,967,22.597
968,968,23.759
969,969,327.104
970,970,41.522000000000006
971,971,128.042
972,972,238.1
973,973,53.018
974,974,12.507
975,975,219.372
976,976,58.068000000000005
977,977,7.109999999999999
978,978,708.279
979,979,219.575
980,980,67.746
981,981,1206.137
982,982,438.802
983,983,225.046
984,984,26.91
985,985,615.86
986,986,524.108
987,987,2353.11
988,988,51.89600000000001
989,989,56.602000000000004
990,990,503.865
991,991,125.519
992,992,308.908
993,993,128.438
994,994,47.927
995,995,3.128
996,996,2076.241
997,997,347.058
998,998,12.448
999,999,170.074
1000,1000,230.582
1001,1001,5.25
1002,1002,434.63000000000005
1003,1003,6.689
1004,1004,881.522
1005,1005,1266.613
1006,1006,1966.401
1007,1007,14.761
1008,1008,2015.511
1009,1009,1114.735
1010,1010,555.1750000000001
1011,1011,292.025
1012,1012,263.59
1013,1013,6.948
1014,1014,14.55
1015,1015,3.226
1016,1016,804.9179999999999
1017,1017,728.092
1018,1018,1867.4019999999998
1019,1019,412.83299999999997
1020,1020,60.028
1021,1021,7.4190000000000005
1022,1022,24.97
1023,1023,47.515
1024,1024,807.865
1025,1025,158.873
1026,1026,635.608
1027,1027,350.057
1028,1028,672.703
1029,1029,1940.5210000000002
1030,1030,6.7669999999999995
1031,1031,248.37
1032,1032,24.568
1033,1033,4.259
1034,1034,1183.343
1035,1035,1713.829
1036,1036,823.871
1037,1037,10.83
1038,1038,2570.0480000000002
1039,1039,55.78
1040,1040,113.92599999999999
1041,1041,1176.77
1042,1042,231.54300000000003
1043,1043,88.801
1044,1044,863.26
1045,1045,3563.0060000000003
1046,1046,1857.4850000000001
1047,1047,1594.543
1048,1048,19.766
1049,1049,501.146
1050,1050,358.163
1051,1051,20.139000000000003
1052,1052,1390.6979999999999
1053,1053,8.303
1054,1054,25.206
1055,1055,13.891
1056,1056,3.727
1057,1057,1305.474
1058,1058,482.963
1059,1059,12.044
1060,1060,1143.557
1061,1061,175.81199999999998
1062,1062,234.492
1063,1063,969.212
1064,1064,692.7439999999999
1065,1065,317.074
1066,1066,976.147
1067,1067,122.355
1068,1068,3.167
1069,1069,7.652
1070,1070,6.477
1071,1071,831.476
1072,1072,830.4670000000001
1073,1073,37.688
1074,1074,3092.768
1075,1075,584.191
1076,1076,462.04
1077,1077,376.16499999999996
1078,1078,71.005
1079,1079,1656.9199999999998
1080,1080,42.818
1081,1081,390.891
1082,1082,25.287
1083,1083,147.512
1084,1084,164.74
1085,1085,68.637
1086,1086,85.699
1087,1087,43.579
1088,1088,362.308
1089,1089,22.451
1090,1090,138.042
1091,1091,213.35899999999998
1092,1092,4854.611
1093,1093,2284.568
1094,1094,2483.71
1095,1095,1916.481
1096,1096,219.74900000000002
1097,1097,652.317
1098,1098,317.588
1099,1099,19.632
1100,1100,543.754
1101,1101,24.764
1102,1102,3.247
1103,1103,1973.497
1104,1104,12.542
1105,1105,163.228
1106,1106,207.003
1107,1107,482.27700000000004
1108,1108,1046.91
1109,1109,211.94400000000002
1110,1110,66.10499999999999
1111,1111,223.435
1112,1112,27.808
1113,1113,1342.016
1114,1114,202.672
1115,1115,98.55199999999999
1116,1116,7.888
1117,1117,106.455
1118,1118,1040.663
1119,1119,1247.499
1120,1120,300.166
1121,1121,475.178
1122,1122,3274.536
1123,1123,32.007
1124,1124,4044.8
1125,1125,3.549
1126,1126,9.062999999999999
1127,1127,223.323
1128,1128,659.174
1129,1129,657.8820000000001
1130,1130,346.91900000000004
1131,1131,127.818
1132,1132,698.986
1133,1133,99.595
1134,1134,1162.56
1135,1135,478.408
1136,1136,380.96999999999997
1137,1137,749.6850000000001
1138,1138,1342.466
1139,1139,111.286
1140,1140,560.275
1141,1141,639.459
1142,1142,74.506
1143,1143,628.533
1144,1144,279.73
1145,1145,5.216
1146,1146,434.618
1147,1147,2207.82
1148,1148,1226.428
1149,1149,92.018
1150,1150,382.784
1151,1151,1719.48
1152,1152,5.044
1153,1153,346.72
1154,1154,527.923
1155,1155,1621.264
1156,1156,125.566
1157,1157,31.120000000000005
1158,1158,391.507
1159,1159,273.799
1160,1160,2454.109
1161,1161,3169.676
1162,1162,2340.371
1163,1163,18.104
1164,1164,901.739
1165,1165,79.99000000000001
1166,1166,820.5160000000001
1167,1167,1334.728
1168,1168,4480.112
1169,1169,95.276
1170,1170,20.058
1171,1171,1845.327
1172,1172,27.308
1173,1173,3.647
1174,1174,87.93
1175,1175,67.272
1176,1176,45.016
1177,1177,2883.0339999999997
1178,1178,846.335
1179,1179,176.695
1180,1180,645.07
1181,1181,52.381
1182,1182,2315.7470000000003
1183,1183,301.959
1184,1184,657.9219999999999
1185,1185,992.788
1186,1186,72.97200000000001
1187,1187,97.196
1188,1188,306.455
1189,1189,1056.154
1190,1190,24.297
1191,1191,759.961
1192,1192,1835.664
1193,1193,1655.179
1194,1194,1993.7300000000002
1195,1195,685.611
1196,1196,25.638
1197,1197,1082.373
1198,1198,290.18
1199,1199,436.03
1200,1200,537.085
1201,1201,15.09
1202,1202,1681.3429999999998
1203,1203,89.494
1204,1204,1303.285
1205,1205,41.894
1206,1206,84.027
1207,1207,1423.8140000000003
1208,1208,7.754
1209,1209,53.875
1210,1210,70.872
1211,1211,61.007
1212,1212,577.192
1213,1213,3327.473
1214,1214,152.32999999999998
1215,1215,3.546
1216,1216,29.830000000000002
1217,1217,29.153
1218,1218,75.459
1219,1219,436.64300000000003
1220,1220,894.757
1221,1221,24.602
1222,1222,748.789
1223,1223,41.415000000000006
1224,1224,31.058
1225,1225,3.201
1226,1226,3887.6369999999997
1227,1227,48.645
1228,1228,193.165
1229,1229,67.279
1230,1230,145.638
1231,1231,1655.3210000000001
1232,1232,2939.551
1233,1233,1177.6190000000001
1234,1234,759.0360000000001
1235,1235,4735.424
1236,1236,1430.269
1237,1237,716.777
1238,1238,35.903999999999996
1239,1239,4.528
1240,1240,2427.185
1241,1241,2577.409
1242,1242,15.599
1243,1243,1236.4039999999998
1244,1244,693.448
1245,1245,87.372
1246,1246,316.148
1247,1247,754.23
1248,1248,73.746
1249,1249,33.813
1250,1250,4748.571
1251,1251,1603.447
1252,1252,775.895
1253,1253,989.951
1254,1254,25.965000000000003
1255,1255,1876.7590000000002
1256,1256,95.68100000000001
1257,1257,8.422
1258,1258,3198.227
1259,1259,123.096
1260,1260,440.361
1261,1261,491.695
1262,1262,100.74600000000001
1263,1263,3.399
1264,1264,268.481
1265,1265,20.810000000000002
1266,1266,4206.454
1267,1267,7.076
1268,1268,3.997
1269,1269,6.042
1270,1270,82.127
1271,1271,3.34
1272,1272,203.00199999999998
1273,1273,708.6659999999999
1274,1274,166.374
1275,1275,1016.65
1276,1276,13.896
1277,1277,31.374000000000002
1278,1278,3780.792
1279,1279,23.794
1280,1280,2357.846
1281,1281,548.0649999999999
1282,1282,1454.224
1283,1283,723.969
1284,1284,622.607
1285,1285,929.139
1286,1286,6.21
1287,1287,221.024
1288,1288,3.629
1289,1289,712.5810000000001
1290,1290,254.664
1291,1291,3172.065
1292,1292,131.926
1293,1293,14.369
1294,1294,795.497
1295,1295,1082.133
1296,1296,325.171
1297,1297,2537.059
1298,1298,14.196
1299,1299,337.809
1300,1300,29.84
1301,1301,117.47200000000001
1302,1302,4.012
1303,1303,4023.9449999999997
1304,1304,161.602
1305,1305,512.624
1306,1306,2346.933
1307,1307,196.306
1308,1308,205.88600000000002
1309,1309,117.00399999999999
1310,1310,192.64600000000002
1311,1311,2081.4539999999997
1312,1312,168.79000000000002
1313,1313,32.304
1314,1314,3.132
1315,1315,3.247
1316,1316,18.444
1317,1317,5.472
1318,1318,157.83400000000003
1319,1319,43.244
1320,1320,1360.112
1321,1321,31.258000000000003
1322,1322,23.341
1323,1323,117.876
1324,1324,170.408
1325,1325,3.522
1326,1326,337.33799999999997
1327,1327,16.275
1328,1328,231.95
1329,1329,182.582
1330,1330,543.643
1331,1331,3.226
1332,1332,1060.5610000000001
1333,1333,1810.6019999999999
1334,1334,593.052
1335,1335,370.846
1336,1336,10.656
1337,1337,3415.93
1338,1338,2659.918
1339,1339,346.954
1340,1340,1923.9959999999999
1341,1341,998.81
1342,1342,89.503
1343,1343,234.696
1344,1344,72.025
1345,1345,200.40499999999997
1346,1346,77.95400000000001
1347,1347,915.012
1348,1348,16.728
1349,1349,109.757
1350,1350,811.035
1351,1351,1891.2939999999999
1352,1352,7.044
1353,1353,270.36400000000003
1354,1354,85.78399999999999
1355,1355,15.066
1356,1356,171.721
1357,1357,870.232
1358,1358,1230.252
1359,1359,35.775999999999996
1360,1360,6.763
1361,1361,1915.6689999999999
1362,1362,502.699
1363,1363,178.77499999999998
1364,1364,513.823
1365,1365,124.10300000000001
1366,1366,75.583
1367,1367,6.911
1368,1368,24.288
1369,1369,900.701
1370,1370,1390.827
1371,1371,462.349
1372,1372,496.53700000000003
1373,1373,24.162
1374,1374,944.936
1375,1375,109.533
1376,1376,2546.437
1377,1377,8.547
1378,1378,1581.243
1379,1379,6.577
1380,1380,31.058
1381,1381,128.652
1382,1382,762.4540000000001
1383,1383,3.522
1384,1384,182.28199999999998
1385,1385,365.25300000000004
1386,1386,25.677999999999997
1387,1387,356.66900000000004
1388,1388,1342.525
1389,1389,38.541
1390,1390,1420.085
1391,1391,80.789
1392,1392,1485.8259999999998
1393,1393,1289.158
1394,1394,1790.652
1395,1395,1852.433
1396,1396,91.91499999999999
1397,1397,340.44
1398,1398,6.465
1399,1399,36.957
1400,1400,59.998
1401,1401,356.663
1402,1402,583.592
1403,1403,41.359
1404,1404,613.116
1405,1405,324.466
1406,1406,150.82600000000002
1407,1407,100.34800000000001
1408,1408,1640.523
1409,1409,976.675
1410,1410,13.599
1411,1411,35.625
1412,1412,1080.8690000000001
1413,1413,43.465
1414,1414,137.844
1415,1415,18.942999999999998
1416,1416,489.70200000000006
1417,1417,90.328
1418,1418,893.5889999999999
1419,1419,3.229
1420,1420,149.078
1421,1421,55.325
1422,1422,3148.089
1423,1423,124.91
1424,1424,4.565
1425,1425,189.88999999999996
